"floor" "county" "log_radon" "log_uranium"
"1" 1 "AITKIN" 0.832909122935104 -0.6890475953545
"2" 0 "AITKIN" 0.832909122935104 -0.6890475953545
"3" 0 "AITKIN" 1.09861228866811 -0.6890475953545
"4" 0 "AITKIN" 0.0953101798043249 -0.6890475953545
"5" 0 "ANOKA" 1.16315080980568 -0.847312860499705
"6" 0 "ANOKA" 0.955511445027436 -0.847312860499705
"7" 0 "ANOKA" 0.470003629245736 -0.847312860499705
"8" 0 "ANOKA" 0.0953101798043249 -0.847312860499705
"9" 0 "ANOKA" -0.22314355131421 -0.847312860499705
"10" 0 "ANOKA" 0.262364264467491 -0.847312860499705
"11" 0 "ANOKA" 0.262364264467491 -0.847312860499705
"12" 0 "ANOKA" 0.336472236621213 -0.847312860499705
"13" 0 "ANOKA" 0.405465108108164 -0.847312860499705
"14" 0 "ANOKA" -0.693147180559945 -0.847312860499705
"15" 0 "ANOKA" 0.182321556793955 -0.847312860499705
"16" 0 "ANOKA" 1.52605630349505 -0.847312860499705
"17" 0 "ANOKA" 0.336472236621213 -0.847312860499705
"18" 0 "ANOKA" 0.78845736036427 -0.847312860499705
"19" 0 "ANOKA" 1.79175946922805 -0.847312860499705
"20" 0 "ANOKA" 1.22377543162212 -0.847312860499705
"21" 0 "ANOKA" 0.641853886172395 -0.847312860499705
"22" 0 "ANOKA" 1.70474809223843 -0.847312860499705
"23" 0 "ANOKA" 1.85629799036563 -0.847312860499705
"24" 0 "ANOKA" 0.693147180559945 -0.847312860499705
"25" 0 "ANOKA" 1.90210752639692 -0.847312860499705
"26" 0 "ANOKA" 1.16315080980568 -0.847312860499705
"27" 0 "ANOKA" 1.93152141160321 -0.847312860499705
"28" 0 "ANOKA" 1.96009478404727 -0.847312860499705
"29" 0 "ANOKA" 2.05412373369555 -0.847312860499705
"30" 0 "ANOKA" 1.66770682055808 -0.847312860499705
"31" 0 "ANOKA" 1.52605630349505 -0.847312860499705
"32" 0 "ANOKA" 1.50407739677627 -0.847312860499705
"33" 0 "ANOKA" 1.06471073699243 -0.847312860499705
"34" 0 "ANOKA" 2.10413415427021 -0.847312860499705
"35" 0 "ANOKA" 0.53062825106217 -0.847312860499705
"36" 0 "ANOKA" 1.45861502269952 -0.847312860499705
"37" 0 "ANOKA" 1.70474809223843 -0.847312860499705
"38" 0 "ANOKA" 1.41098697371026 -0.847312860499705
"39" 0 "ANOKA" 0.8754687373539 -0.847312860499705
"40" 0 "ANOKA" 1.09861228866811 -0.847312860499705
"41" 0 "ANOKA" 0.405465108108164 -0.847312860499705
"42" 0 "ANOKA" 1.22377543162212 -0.847312860499705
"43" 0 "ANOKA" 1.09861228866811 -0.847312860499705
"44" 1 "ANOKA" 0.641853886172395 -0.847312860499705
"45" 1 "ANOKA" -1.20397280432594 -0.847312860499705
"46" 0 "ANOKA" 0.916290731874155 -0.847312860499705
"47" 1 "ANOKA" 0.182321556793955 -0.847312860499705
"48" 0 "ANOKA" 0.832909122935104 -0.847312860499705
"49" 0 "ANOKA" -0.356674943938732 -0.847312860499705
"50" 0 "ANOKA" 0.587786664902119 -0.847312860499705
"51" 0 "ANOKA" 1.09861228866811 -0.847312860499705
"52" 0 "ANOKA" 0.832909122935104 -0.847312860499705
"53" 0 "ANOKA" 0.587786664902119 -0.847312860499705
"54" 0 "ANOKA" 0.405465108108164 -0.847312860499705
"55" 0 "ANOKA" 0.693147180559945 -0.847312860499705
"56" 0 "ANOKA" 0.641853886172395 -0.847312860499705
"57" 1 "BECKER" 0.262364264467491 -0.11345877376814
"58" 0 "BECKER" 1.48160454092422 -0.11345877376814
"59" 1 "BECKER" 1.52605630349505 -0.11345877376814
"60" 0 "BELTRAMI" 1.85629799036563 -0.593352525607471
"61" 0 "BELTRAMI" 1.54756250871601 -0.593352525607471
"62" 0 "BELTRAMI" 1.75785791755237 -0.593352525607471
"63" 1 "BELTRAMI" 0.832909122935104 -0.593352525607471
"64" 1 "BELTRAMI" -0.693147180559945 -0.593352525607471
"65" 1 "BELTRAMI" 1.54756250871601 -0.593352525607471
"66" 1 "BELTRAMI" 1.50407739677627 -0.593352525607471
"67" 0 "BENTON" 1.90210752639692 -0.142890481153028
"68" 0 "BENTON" 1.02961941718116 -0.142890481153028
"69" 1 "BENTON" 1.09861228866811 -0.142890481153028
"70" 0 "BENTON" 1.09861228866811 -0.142890481153028
"71" 0 "BIGSTONE" 1.98787434815435 0.387056708424809
"72" 0 "BIGSTONE" 1.62924053973028 0.387056708424809
"73" 0 "BIGSTONE" 0.993251773010283 0.387056708424809
"74" 0 "BLUEEARTH" 1.62924053973028 0.271613664272716
"75" 0 "BLUEEARTH" 2.57261223020711 0.271613664272716
"76" 0 "BLUEEARTH" 1.98787434815435 0.271613664272716
"77" 0 "BLUEEARTH" 1.93152141160321 0.271613664272716
"78" 0 "BLUEEARTH" 2.55722731136763 0.271613664272716
"79" 1 "BLUEEARTH" 1.77495235091167 0.271613664272716
"80" 0 "BLUEEARTH" 2.26176309847379 0.271613664272716
"81" 0 "BLUEEARTH" 1.80828877117927 0.271613664272716
"82" 0 "BLUEEARTH" 1.3609765531356 0.271613664272716
"83" 1 "BLUEEARTH" 2.66722820658195 0.271613664272716
